ResourceNo,ResourceType,CultureName,ResourceKey,ResourceValue,InitBy,InitDate,ChangedBy,ChangedDate
24220,CommonTerms,en-US,PAPRequestOutstandingMonthEndBody3,"<p>Please use the PAP Authorization section to confirm the information is correct and either approve or decline these requests under the project information right away. <br /><a href=""{0}"">PAP Approval</a></p>",johnny,2017-03-13 20:11:00,TMacleod,2017-07-06 12:24:00
24221,CommonTerms,fr-CA,PAPRequestOutstandingMonthEndBody3,"<p>Veuillez vous référer à la section Autorisation de PPA afin de vous assurer de l'exactitude des renseignements et, par conséquent, approuver ou refuser incessamment la demande soumise à votre projet. <br /><a href=""{0}"">Approbation du PPA</a></p>",johnny,2017-03-13 20:11:00,TMacleod,2017-07-06 12:24:00
24222,CommonTerms,en-US,PapApproval,PAP Approval,Henry,2017-03-13 20:11:00,,NULL
24223,CommonTerms,fr-CA,PapApproval,Approbation du PPA,Henry,2017-03-13 20:11:00,NDagher,2017-03-16 08:25:00
24224,CommonTerms,en-US,PAPCheque,PAP Cheque,Henry,2017-03-13 20:11:00,,NULL
24225,CommonTerms,fr-CA,PAPCheque,Spécimen de chèque pour PPA,Henry,2017-03-13 20:11:00,NDagher,2017-03-16 08:22:00
24236,ValidationMessages,en-US,PAPApproveFailed,Warning: Failed approving PAP request.,Henry,2017-03-13 20:11:00,,NULL
24237,ValidationMessages,fr-CA,PAPApproveFailed,Avertissement : approbation du PPA non réussie.,Henry,2017-03-13 20:11:00,HThomas,2017-07-31 14:05:00
23914,PublicWeb,en-US,SEOVerdun,"<h3>Nuns' Island Apartments For Rent!</h3>  <p>Live in the countryside, 5 minutes from downtown Montreal.</p>  <p>Nuns' Island is noted for its natural setting and amenities, including parks and bike trails, and is an extremely popular location for people attracted to the lifestyle aspects of living on the island, yet still being in very close proximity to downtown. </p>  <p>Apartment Living on Nuns' Island, Montreal gives Resident Members access to banks, bus routes, grocery store, shopping mall, school, parks, and a recreation centre.</p>  <p>Follow the listings on the right side of this page to discover what a Boardwalk apartment can provide you, including suite features, building details and new incentives. Our rental apartments and townhouses offer quality 2 ½ room, 3 ½ room, 4 ½ room and 5 ½ room suites. </p>  <h4>Choose Boardwalk Rental Communities!</h4>  <p>For over 30 years we’ve taken pride in providing our Resident Members with quality rental communities. </p>  <p>We offer 24-hour Customer Service that you can contact by phone, email or live chat.</p>  <h4>Rent your next apartment on Nuns’ Island today!</h4>",mwardrop,2016-12-07 19:52:00,,NULL
23915,PublicWeb,fr-CA,SEOVerdun,"<h3>Logements à louer à L'Île-des-Sœurs!</h3> <p>Laissez-vous séduire par ce décor champêtre à 5 minutes du centre-ville de Montréal.</p> <p>L'Île-des-Sœurs est reconnue pour son décor naturel et ses commodités qui incluent des parcs, des pistes cyclables et sa popularité ne cesse de croître auprès des gens qui aiment le concept de vivre sur une île tout en étant à quelques minutes du centre-ville. </p> <p>Les membres résidents qui louent un logement dans le quartier de L'Île-des-Sœurs (Montréal) ont accès à de nombreuses commodités, notamment des banques, des circuits d'autobus, des épiceries, un centre commercial, une école, des parcs et un centre récréatif.</p> <p>Déroulez la liste à la droite de l'écran pour explorer les différentes possibilités de location offertes par Boardwalk, vous renseigner sur les caractéristiques des logements et de l'immeuble et découvrir les promotions en cours. Nous offrons pour la location des studios ainsi que des 3 ½, 4 ½ et 5 ½ de qualité en immeuble d'habitation ou en maison en rangée. </p> <h4>Boardwalk Ensemble Locatif, un endroit de choix pour s'établir!</h4> <p>Depuis plus de trente ans, nous offrons avec fierté des communautés locatives de qualité à nos membres résidents. </p> <p>Grâce à notre service à la clientèle ouvert 24 heures par jour, vous pouvez communiquer en tout temps par téléphone, courriel ou clavardage avec l'un de nos agents.</p> <h4>Louez un logement à L'Île-des-Sœurs dès aujourd'hui!</h4>",mwardrop,2016-12-07 19:52:00,,NULL
24644,ValidationMessages,en-US,DigSigDocumentNotCompleted,Offer To Lease document is pending completion of digital signatures.  Document can be viewed once all Lease Applicant and Agent signings have been completed.,Henry,2017-09-11 20:00:00,,NULL
24645,ValidationMessages,fr-CA,DigSigDocumentNotCompleted,"Le document d'offre de location est en attente d'une signature numérique. Dès l'enregistrement des signatures, ce document sera affichable par le demandeur et l'agent.",Henry,2017-09-11 20:00:00,NDagher,2017-11-29 11:52:00
24651,CommonTerms,fr-CA,QuoteRequestEmailMessageBodyJobDetail,|===========================================================| |Nº des travaux :             {0}|Immeuble :                   {1}|Nº du logement :             {2}|Type de logement :           {3}|Date prévue des travaux :    {4}|Fin des travaux prévue le:   {5}|Date d’emménagement :        {6}|Date de déménagement :       {7}|Type de travaux :            {8}|Sous-catégorie de travaux :  {9}|Description des travaux :    {10}|Commentaires du projet :     {11},HaiZhu,2017-09-11 20:00:00,,NULL
24829,Reports,fr-CA,IncentiveSummary.MoveoutDateLbl,Date de déménagement,JohnnyS,2018-05-29 14:42:00,NDagher,2018-06-01 11:44:00
24830,Reports,en-US,IncentiveSummary.Leader1Lbl,Leader Level1,JohnnyS,2018-05-29 14:42:00,,NULL
23916,PublicWeb,en-US,SEOQuébec,"<h3>Find the Perfect Apartment Rental in Québec City!</h3>  <p>Discover your new home in the beautiful and historic Québec City, Québec! With properties across the city, it’s easy to find a Boardwalk apartment, townhouse, or retirement community close to the amenities that are important to you.</p>   <p>Follow the listings on the right side of this page to discover what a Boardwalk apartment can provide you, including suite features, building details and new incentives. Our rental apartments and retirement community offer quality 2 ½ room, 3 ½ room, 4 ½ room and 5 ½ room suites.</p>  <h4>Choose Boardwalk Rental Communities!</h4>  <p>For over 30 years we’ve taken pride in providing our Resident Members with quality rental communities. </p>  <p>We offer 24-hour Customer Service that you can contact by phone, email or live chat.</p>  <h4>Rent your next apartment in Quebec City today!</h4>",mwardrop,2016-12-07 19:52:00,,NULL
23917,PublicWeb,fr-CA,SEOQuébec,"<h3>Trouvez le logement idéal dans la ville de Québec!</h3> <p>Laissez-vous séduire par les charmes de ses quartiers historiques et venez vous établir dans la belle ville de Québec (Québec)! Répartis dans la ville et avantageusement situés à proximité de commodités importantes, nos maisons en rangée, nos immeubles d'habitation et notre résidence pour personnes âgées ont tout pour vous plaire. </p> <p>Déroulez la liste à la droite de l'écran pour explorer les différentes possibilités de location offertes par Boardwalk, vous renseigner sur les caractéristiques des logements et de l'immeuble et découvrir les promotions en cours. Nous offrons pour la location des studios ainsi que des 3 ½, 4 ½ et 5 ½ de qualité en immeuble d'habitation ou en résidence pour personnes âgées.</p> <h4>Boardwalk Ensemble Locatif, un endroit de choix pour s'établir!</h4> <p>Depuis plus de trente ans, nous offrons avec fierté des communautés locatives de qualité à nos membres résidents. </p> <p>Grâce à notre service à la clientèle ouvert 24 heures par jour, il est possible de communiquer en tout temps par téléphone, courriel ou clavardage avec l'un de nos agents.</p> <h4>Louez un logement dans la ville de Québec dès aujourd'hui!</h4>",mwardrop,2016-12-07 19:52:00,,NULL
24194,CommonTerms,en-US,PAPApprovedSubject,PAP Approval,johnny,2017-03-13 20:11:00,,NULL
24195,CommonTerms,fr-CA,PAPApprovedSubject,Approbation du PPA,johnny,2017-03-13 20:11:00,HThomas,2017-07-31 14:04:00
24196,CommonTerms,en-US,PAPApprovedBody,"<p>Hello {0},</p><p>Thank you for being a part of our community and taking advantage of our Resident Member Website!</p><p>This email is to notify you that your request to begin pre-authorized payments has been approved. The first pre-authorized payment will be withdrawn from your account on: {1}.</p><p>From then on your rent will automatically be withdrawn on the 1st of every month, giving you peace of mind and saving you time. If you have any questions please contact us at {2}.</p><p>Sincerely, <br />The {3} Team <br /></p>",johnny,2017-03-13 20:11:00,,NULL
24197,CommonTerms,fr-CA,PAPApprovedBody,"<p>Madame, Monsieur,</p><p>Nous vous remercions d'avoir élu domicile au sein de notre communauté et de consulter notre site Web destiné aux membres résidents !</p><p>Le présent courriel est pour vous aviser que votre demande d'adhésion au programme de paiement par prélèvements automatique a été approuvée. Le premier paiement sera prélevé automatiquement sur votre compte le : {1}.</p><p>Désormais, le prélèvement automatique de votre loyer, le 1er de chaque mois, vous assurera la tranquillité d'esprit et un gain de temps. Pour toute question, veuillez nous joindre au {2}.</p><p>Cordialement, <br />L'Équipe {3} <br /></p>",johnny,2017-03-13 20:11:00,HThomas,2017-07-31 13:59:00
24198,CommonTerms,en-US,PAPDeclinedSubject,PAP – Contact Customer Service,johnny,2017-03-13 20:11:00,,NULL
24199,CommonTerms,fr-CA,PAPDeclinedSubject,PPA – Joindre le service à la clientèle,johnny,2017-03-13 20:11:00,,NULL
24202,CommonTerms,en-US,PAPRequestedSubject,PAP Website Activation Request Lease number {0},johnny,2017-03-13 20:11:00,,NULL
23918,PublicWeb,en-US,SEORedDeer,"<h3>Find the Perfect Apartment Rental in Red Deer!</h3>  <p>Discover your new home in the beautiful Red Deer, Alberta! With properties across the city, it’s easy to find a Boardwalk apartment or townhouse close to the amenities that are important to you. </p>  <p>Follow the listings on the right side of this page to discover what a Boardwalk apartment can provide you, including suite features, building details and new incentives. Our rental apartments and townhouses offer quality bachelor, one-bedroom, two-bedroom and three-bedroom suites. To see if an apartment or townhouse allows cats or dogs, look for the pet friendly icons.</p>  <h4>Choose Boardwalk Rental Communities!</h4>  <p>For over 30 years we’ve taken pride in providing our Resident Members with quality rental communities. </p>  <p>We offer 24-hour Customer Service that you can contact by phone, email or live chat.</p>  Rent your next apartment in Red Deer today!",mwardrop,2016-12-07 19:52:00,,NULL
23919,PublicWeb,fr-CA,SEORedDeer,"<h3>Trouvez le logement idéal à Red Deer!</h3> <p>Laissez-vous séduire par les charmes de la belle ville de Red Deer (Alberta) et venez vous y établir! Nos maisons en rangées ou nos immeubles d'habitation répartis dans la ville et avantageusement situés à proximité de commodités importantes ont tout pour vous plaire. </p> <p>Déroulez la liste à la droite de l'écran pour explorer les différentes possibilités de location offertes par Boardwalk, vous renseigner sur les caractéristiques des logements et de l'immeuble et découvrir les promotions en cours. Notre offre de location comprend des studios et des logements ou des maisons en rangée de qualité d'une (1), deux (2) ou trois (3) chambres à coucher. Pour savoir si l'immeuble d'habitation ou la maison en rangée accepte les chats ou les chiens, recherchez l'icône illustrant l'animal de compagnie.</p> <h4>Boardwalk Ensemble Locatif, un endroit de choix pour s'établir!<h4> <p>Depuis plus de trente ans, nous offrons avec fierté des communautés locatives de qualité à nos membres résidents. </p> <p>Grâce à notre service à la clientèle ouvert 24 heures par jour, vous pouvez communiquer en tout temps par téléphone, courriel ou clavardage avec l'un de nos agents.</p> <h4>Louez un logement à Red Deer dès aujourd'hui!</h4>",mwardrop,2016-12-07 19:52:00,,NULL
24854,Reports,en-US,CarpetMonthlyStatement.TitleLbl,Carpet Monthly Statements,JohnnyS,2018-05-29 14:42:00,,NULL
24855,Reports,fr-CA,CarpetMonthlyStatement.TitleLbl,Relevé mensuel des tapis,JohnnyS,2018-05-29 14:42:00,NDagher,2018-07-12 11:41:00
24861,Reports,fr-CA,CarpetMonthlyStatement.ProjectLbl,Vendu(e) à,JohnnyS,2018-05-29 14:42:00,NDagher,2018-09-11 11:29:00
24862,Reports,en-US,CarpetMonthlyStatement.ProvinceLbl,Province,JohnnyS,2018-05-29 14:42:00,,NULL
24864,Reports,en-US,CarpetMonthlyStatement.CityLbl,City,JohnnyS,2018-05-29 14:42:00,,NULL
24865,Reports,fr-CA,CarpetMonthlyStatement.CityLbl,Ville,JohnnyS,2018-05-29 14:42:00,NDagher,2018-06-01 09:36:00
24866,Reports,en-US,CarpetMonthlyStatement.BuildingLbl,Sold to building,JohnnyS,2018-05-29 14:42:00,,NULL
24867,Reports,fr-CA,CarpetMonthlyStatement.BuildingLbl,Vendu(e) à l'immeuble,JohnnyS,2018-05-29 14:42:00,NDagher,2018-09-11 11:32:00
24868,Reports,en-US,CarpetMonthlyStatement.SuiteLbl,Suite,JohnnyS,2018-05-29 14:42:00,,NULL
24869,Reports,fr-CA,CarpetMonthlyStatement.SuiteLbl,Logement,JohnnyS,2018-05-29 14:42:00,NDagher,2018-06-01 11:55:00
24870,Reports,en-US,CarpetMonthlyStatement.Leader1Lbl,Leader Level1,JohnnyS,2018-05-29 14:42:00,,NULL
24871,Reports,fr-CA,CarpetMonthlyStatement.Leader1Lbl,Leader niveau 1,JohnnyS,2018-05-29 14:42:00,NDagher,2018-06-27 09:32:00
24872,Reports,en-US,CarpetMonthlyStatement.Leader2Lbl,Leader Level2,JohnnyS,2018-05-29 14:42:00,,NULL
24873,Reports,fr-CA,CarpetMonthlyStatement.Leader2Lbl,Leader niveau 2,JohnnyS,2018-05-29 14:42:00,NDagher,2018-06-27 09:32:00
24874,Reports,en-US,CarpetMonthlyStatement.Leader3Lbl,Leader Level3,JohnnyS,2018-05-29 14:42:00,,NULL
24875,Reports,fr-CA,CarpetMonthlyStatement.Leader3Lbl,Leader niveau 3,JohnnyS,2018-05-29 14:42:00,NDagher,2018-06-27 09:33:00
24876,Reports,en-US,CarpetMonthlyStatement.Leader4Lbl,Leader Level4,JohnnyS,2018-05-29 14:42:00,,NULL
24877,Reports,fr-CA,CarpetMonthlyStatement.Leader4Lbl,Leader niveau 4,JohnnyS,2018-05-29 14:42:00,NDagher,2018-06-27 09:33:00
24878,Reports,en-US,CarpetMonthlyStatement.InvoiceNoLbl,Invoice No,JohnnyS,2018-05-29 14:42:00,,NULL
23920,PublicWeb,en-US,SEORegina,"<h3>Find the Perfect Apartment Rental in Regina!</h3>  <p>Discover your new home in beautiful Regina, Saskatchewan! </p>  <p>With properties across the city, it’s easy to find a Boardwalk apartment or townhouse close to the amenities that are important to you like downtown, parks, malls, and the University of Regina.</p>  <p>Follow the listings on the right side of this page to discover what a Boardwalk apartment can provide you, including suite features, building details and new incentives. Our rental apartments and townhouses offer quality bachelor, one-bedroom, two-bedroom, three-bedroom and four-bedroom suites. To see if an apartment or townhouse allows cats or dogs, look for the pet friendly icons.</p>  <h4>Choose Boardwalk Rental Communities!</h4>  <p>For over 30 years we’ve taken pride in providing our Resident Members with quality rental communities. </p>  <p>We offer 24-hour Customer Service that you can contact by phone, email or live chat.</p>  <h4>Rent your next apartment in Regina today!</h4>",mwardrop,2016-12-07 19:52:00,,NULL
23921,PublicWeb,fr-CA,SEORegina,"<h3>Trouvez le logement idéal à Regina!<h3> <p>Laissez-vous séduire par les charmes de la belle ville de Regina (Saskatchewan) et venez vous y établir! </p> <p>Les maisons en rangée et les logements de Boardwalk avantageusement situés à proximité de commodités importantes comme le centre-ville, les parcs et la University of Regina ont tout pour vous plaire.</p> <p>Déroulez la liste à la droite de l'écran pour explorer les différentes possibilités de location offertes par Boardwalk, vous renseigner sur les caractéristiques des logements et de l'immeuble et découvrir les promotions en cours. Notre offre de location comprend des studios et des logements ou des maisons en rangée de qualité d'une (1), deux (2), trois (3) ou quatre (4) chambres à coucher. Pour savoir si l'immeuble d'habitation ou la maison en rangée accepte les chats ou les chiens, recherchez l'icône illustrant l'animal de compagnie.</p> <h4>Boardwalk Ensemble Locatif, un endroit de choix pour s'établir!</h4> <p>Depuis plus de trente ans, nous offrons avec fierté des communautés locatives de qualité à nos membres résidents. </p> <p>Grâce à notre service à la clientèle ouvert 24 heures par jour, vous pouvez communiquer en tout temps par téléphone, courriel ou clavardage avec l'un de nos agents.</p> <h4>Louez un logement à Regina dès aujourd'hui!</h4>",mwardrop,2016-12-07 19:52:00,,NULL
24188,CommonTerms,en-US,AllowPets,Allow Pets,pat,2017-03-02 20:11:00,,NULL
24189,CommonTerms,fr-CA,AllowPets,Bienvenue aux animaux de compagnie,pat,2017-03-02 20:11:00,NDagher,2017-03-16 08:03:00
24178,CommonTerms,en-US,Washer,Washer,pat,2017-03-02 20:05:00,,NULL
24179,CommonTerms,fr-CA,Washer,Laveuse,pat,2017-03-02 20:05:00,NDagher,2017-03-16 08:08:00
24180,CommonTerms,en-US,Dryer,Dryer,pat,2017-03-02 20:06:00,,NULL
24181,CommonTerms,fr-CA,Dryer,Sécheuse,pat,2017-03-02 20:06:00,NDagher,2017-03-16 08:07:00
24879,Reports,fr-CA,CarpetMonthlyStatement.InvoiceNoLbl,Nº de facture,JohnnyS,2018-05-29 14:42:00,NDagher,2018-06-27 12:59:00
24880,Reports,en-US,CarpetMonthlyStatement.LineItemDateLbl,Line Item Date,JohnnyS,2018-05-29 14:42:00,,NULL
24184,CommonTerms,en-US,Microwave,Microwave,pat,2017-03-02 20:07:00,,NULL
24185,CommonTerms,fr-CA,Microwave,Micro-ondes,pat,2017-03-02 20:07:00,NDagher,2017-03-16 08:25:00
24186,CommonTerms,en-US,Cable,Cable,pat,2017-03-02 20:08:00,,NULL
24187,CommonTerms,fr-CA,Cable,Câblodistribution,pat,2017-03-02 20:08:00,NDagher,2017-03-16 08:14:00
24881,Reports,fr-CA,CarpetMonthlyStatement.LineItemDateLbl,Date de l'article,JohnnyS,2018-05-29 14:42:00,NDagher,2018-09-11 11:35:00
24882,Reports,en-US,CarpetMonthlyStatement.InventoryTypeLbl,Inventory Type,JohnnyS,2018-05-29 14:42:00,,NULL
24883,Reports,fr-CA,CarpetMonthlyStatement.InventoryTypeLbl,Type de stock,JohnnyS,2018-05-29 14:42:00,NDagher,2018-07-12 09:52:00
24884,Reports,en-US,CarpetMonthlyStatement.RollNoLbl,Roll No,JohnnyS,2018-05-29 14:42:00,,NULL
24904,Reports,en-US,SuiteCapital.BuildingLbl,Building,JohnnyS,2018-05-29 14:42:00,,NULL
24905,Reports,fr-CA,SuiteCapital.BuildingLbl,Immeuble,JohnnyS,2018-05-29 14:42:00,NDagher,2018-06-01 11:53:00
24906,Reports,en-US,SuiteCapital.SuiteLbl,Suite,JohnnyS,2018-05-29 14:42:00,,NULL
24907,Reports,fr-CA,SuiteCapital.SuiteLbl,Logement,JohnnyS,2018-05-29 14:42:00,NDagher,2018-06-27 13:17:00
24908,Reports,en-US,SuiteCapital.SuiteTypeLbl,Suite Type,JohnnyS,2018-05-29 14:42:00,,NULL
23922,PublicWeb,en-US,SEOSaskatoon,"<h3>Find the Perfect Apartment Rental in Saskatoon!</h3>  <p>Discover your new home in beautiful Saskatoon, Saskatchewan! </p>  <p>With properties across the city, it’s easy to find a Boardwalk apartment or townhouse close to the amenities that are important to you like downtown, parks, malls, and the University of Saskatchewan.</p>  <p>Follow the listings on the right side of this page to discover what a Boardwalk apartment can provide you, including suite features, building details and new incentives. Our rental apartments and townhouses offer quality bachelor, one-bedroom, two-bedroom and three-bedroom suites. To see if an apartment or townhouse allows cats or dogs, look for the pet friendly icons.</p>  <h4>Choose Boardwalk Rental Communities!</h4>  <p>For over 30 years we’ve taken pride in providing our Resident Members with quality rental communities. </p>  We offer 24-hour Customer Service that you can contact by phone, email or live chat.  Rent your next apartment in Saskatoon today!",mwardrop,2016-12-07 19:52:00,,NULL
23923,PublicWeb,fr-CA,SEOSaskatoon,"<h3>Trouvez le logement idéal à Saskatoon!</h3> <p>Laissez-vous séduire par les charmes de la belle ville de Saskatoon (Saskatchewan) et venez vous y établir!</p>  <p>Nos maisons en rangée et nos logements avantageusement répartis dans la ville et situés à proximité de commodités importantes comme le centre-ville, les parcs, et la University of Saskatchewan ont tout pour vous plaire.</p> <p>Déroulez la liste à la droite de l'écran pour explorer les différentes possibilités de location offertes par Boardwalk, vous renseigner sur les caractéristiques des logements et de l'immeuble et découvrir les promotions en cours. Notre offre de location comprend des studios et des logements ou des maisons en rangée de qualité d'une (1), deux (2) ou trois (3) chambres à coucher. Pour savoir si l'immeuble d'habitation ou la maison en rangée accepte les chats ou les chiens, recherchez l'icône illustrant l'animal de compagnie.</p> <h4>Boardwalk Ensemble Locatif, un endroit de choix pour s'établir!</h4> <p>Depuis plus de trente ans, nous offrons avec fierté des communautés locatives de qualité à nos membres résidents.</p>  <p>Grâce à notre service à la clientèle ouvert 24 heures par jour, vous pouvez communiquer en tout temps par téléphone, courriel ou clavardage avec l'un de nos agents.</p> <h4>Louez un logement à Saskatoon dès aujourd'hui!</h4>",mwardrop,2016-12-07 19:52:00,,NULL
24893,Reports,fr-CA,CarpetMonthlyStatement.GLAccountLbl,Compte GL,JohnnyS,2018-05-29 14:42:00,NDagher,2018-06-27 13:30:00
24895,Reports,fr-CA,SuiteCapital.TitleLbl,Capital (logement),JohnnyS,2018-05-29 14:42:00,NDagher,2018-07-12 09:23:00
24896,Reports,en-US,SuiteCapital.ReportDescLbl,Suite Budget vs Actual,JohnnyS,2018-05-29 14:42:00,,NULL
24897,Reports,fr-CA,SuiteCapital.ReportDescLbl,Budget-chiffres réels(logement),JohnnyS,2018-05-29 14:42:00,NDagher,2018-09-05 13:10:00
24898,Reports,en-US,SuiteCapital.ProjectLbl,Project,JohnnyS,2018-05-29 14:42:00,,NULL
24899,Reports,fr-CA,SuiteCapital.ProjectLbl,Projet,JohnnyS,2018-05-29 14:42:00,NDagher,2018-06-01 11:53:00
24900,Reports,en-US,SuiteCapital.ProvinceLbl,Province,JohnnyS,2018-05-29 14:42:00,,NULL
24901,Reports,fr-CA,SuiteCapital.ProvinceLbl,Province,JohnnyS,2018-05-29 14:42:00,NDagher,2018-06-01 11:51:00
24902,Reports,en-US,SuiteCapital.CityLbl,City,JohnnyS,2018-05-29 14:42:00,,NULL
24916,Reports,en-US,SuiteCapital.Leader1Lbl,Leader Level1,JohnnyS,2018-05-29 14:42:00,,NULL
24917,Reports,fr-CA,SuiteCapital.Leader1Lbl,Leader niveau 1,JohnnyS,2018-05-29 14:42:00,NDagher,2018-06-27 13:15:00
24918,Reports,en-US,SuiteCapital.Leader2Lbl,Leader Level2,JohnnyS,2018-05-29 14:42:00,,NULL
24919,Reports,fr-CA,SuiteCapital.Leader2Lbl,Leader niveau 2,JohnnyS,2018-05-29 14:42:00,NDagher,2018-06-27 13:15:00
24920,Reports,en-US,SuiteCapital.Leader3Lbl,Leader Level3,JohnnyS,2018-05-29 14:42:00,,NULL
24921,Reports,fr-CA,SuiteCapital.Leader3Lbl,Leader niveau 3,JohnnyS,2018-05-29 14:42:00,NDagher,2018-06-27 13:16:00
24922,Reports,en-US,SuiteCapital.Leader4Lbl,Leader Level4,JohnnyS,2018-05-29 14:42:00,,NULL
24923,Reports,fr-CA,SuiteCapital.Leader4Lbl,Leader niveau 4,JohnnyS,2018-05-29 14:42:00,NDagher,2018-06-27 13:16:00
24957,Reports,fr-CA,SuiteCapitalDetails.SuiteLbl,Logement,JohnnyS,2018-05-29 14:43:00,NDagher,2018-06-27 13:20:00
24958,Reports,en-US,SuiteCapitalDetails.JobTypeLbl,Job Type,JohnnyS,2018-05-29 14:43:00,,NULL
23924,PublicWeb,en-US,SEOSpruceGrove,"<h3>Find the Perfect Apartment Rental in Spruce Grove!</h3>  <p>Discover your new home in beautiful Spruce Grove, Alberta! </p>  <p>Springwood Place Apartments is nestled in cozy wooded parkland and is surrounded by schools, and minutes from all shopping, recreation and other amenities.</p>  <p>Follow the listings on the right side of this page to discover what a Boardwalk apartment can provide you, including suite features, building details and new incentives. Our rental apartments offer quality one-bedroom and two-bedroom suites. To see if an apartment allows cats or dogs, look for the pet friendly icons. Choose Boardwalk Rental Communities!</p>  <p>For over 30 years we’ve taken pride in providing our Resident Members with quality rental communities. </p>  <p>We offer 24-hour Customer Service that you can contact by phone, email or live chat.<p>  <h4>Rent your next apartment in Spruce Grove today!</h4>",mwardrop,2016-12-07 19:52:00,,NULL
23925,PublicWeb,fr-CA,SEOSpruceGrove,"<h3>Trouvez le logement idéal à Spruce Grove!</h3> <p>Laissez-vous séduire par les charmes de la belle ville de Spruce Grove (Alberta) et venez vous y établir!</p>  <p>Blotti dans une prairie-parc, le Springwood Place Apartments est entouré d'écoles et se trouve à quelques minutes des magasins, de centres sportifs et culturels et d'autres commodités.</p> <p>Déroulez la liste à la droite de l'écran pour explorer les différentes possibilités de location offertes par Boardwalk, vous renseigner sur les caractéristiques des logements et de l'immeuble et découvrir les promotions en cours. Notre offre de location comprend des logements de qualité d'une (1) ou deux (2) chambres à coucher. Pour savoir si l'immeuble accepte les chats ou les chiens, recherchez l'icône illustrant l'animal de compagnie.</p> <h4>Boardwalk Ensemble Locatif, un endroit de choix pour s'établir!</h4> <p>Depuis plus de trente ans, nous offrons avec fierté des communautés locatives de qualité à nos membres résidents. </p> <p>Grâce à notre service à la clientèle ouvert 24 heures par jour, vous pouvez communiquer en tout temps par téléphone, courriel ou clavardage avec l'un de nos agents.</p> <h4>Louez un logement à Spruce Grove dès aujourd'hui!</h4>",mwardrop,2016-12-07 19:52:00,,NULL
23932,PublicWeb,en-US,url_Domain_Bwalk,www.bwalk.com,mwardrop,2016-12-07 19:52:00,,NULL
23933,PublicWeb,fr-CA,url_Domain_Bwalk,www.bwalk.com,mwardrop,2016-12-07 19:52:00,,NULL
23934,PublicWeb,en-US,home_Privacy_p_2_1,"uses cookies: small data files that our website is able to place on a visitor’s hard drive. Our cookies are totally safe, will not harm your computer in any way, and are only used to track basic statistics of our visitors such as how often they visit our website.",mwardrop,2016-12-07 19:52:00,,NULL
23935,PublicWeb,fr-CA,home_Privacy_p_2_1,"C'est à l'aide d'un témoin entièrement sécuritaire et inoffensif : petit élément d'information transmis par le site Web au disque rigide du visiteur, qu'il nous est possible de récupérer des données de base concernant le nombre de visites d'un utilisateur.",mwardrop,2016-12-07 19:52:00,,NULL
23936,PublicWeb,en-US,home_Privacy_p_PrivacyContact_Phone,403-206- 6702,mwardrop,2016-12-07 19:52:00,,NULL
23937,PublicWeb,fr-CA,home_Privacy_p_PrivacyContact_Phone,403 206- 6702,mwardrop,2016-12-07 19:52:00,,NULL
23938,PublicWeb,en-US,careers_OurTeam_ImgAlt_1,Associate Testimonial 1 - Our Team - Careers - Boardwalk Rental Communities,mwardrop,2016-12-07 19:52:00,,NULL
23939,PublicWeb,fr-CA,careers_OurTeam_ImgAlt_1,Témoignage de l'associé 1 - Notre équipe - Carrières - Boardwalk Ensemble Locatif,mwardrop,2016-12-07 19:52:00,,NULL
23940,PublicWeb,en-US,careers_OurTeam_ImgAlt_2,Associate Testimonial 2 - Our Team - Careers - Boardwalk Rental Communities,mwardrop,2016-12-07 19:52:00,,NULL
23941,PublicWeb,fr-CA,careers_OurTeam_ImgAlt_2,Témoignage de l'associé 2 - Notre équipe - Carrières - Boardwalk Ensemble Locatif,mwardrop,2016-12-07 19:52:00,,NULL
23942,PublicWeb,en-US,careers_OurTeam_ImgAlt_3,Associate Testimonial 3 - Our Team - Careers - Boardwalk Rental Communities,mwardrop,2016-12-07 19:52:00,,NULL
23926,PublicWeb,en-US,SEOStAlbert,"<h3>Find the Perfect Apartment Rental in St. Albert!</h3>  <p>Discover your new home in beautiful Saint Albert, Alberta! </p>  <p>Sturgeon Point Villas is nestled just off St. Albert Trail and is surrounded by schools, shopping, and other amenities.</p>  <p>Follow the listings on the right side of this page to discover what a Boardwalk apartment can provide you, including suite features, building details and new incentives. Our rental apartments offer quality one-bedroom, two-bedroom and three-bedroom suites. To see if an apartment allows cats or dogs, look for the pet friendly icons.</p>  <h4>Choose Boardwalk Rental Communities!</h4>  <p>For over 30 years we’ve taken pride in providing our Resident Members with quality rental communities. </p>  <p>We offer 24-hour Customer Service that you can contact by phone, email or live chat.</p>  <h4>Rent your next apartment in St. Albert today!</h4>",mwardrop,2016-12-07 19:52:00,,NULL
